Temparature,Humidity,Windspeed,Rainfall
35.65,54.35,13.25,0
35.95,48.1,9.6,0
37.7,47.25,7.7,0
38.55,53.5,8.15,0
37.2,50.35,11.05,0
37.7,51.6,7.8,0
35.15,52.55,18.4,1
34.15,65.65,7.85,0
19.7,48.35,1.4,0
19.75,42.75,3.45,0
21.4,49.3,1,0
23.35,45.05,2.1,0
21.6,50.6,4.05,0
21.65,57.25,4,0
21.8,59.3,5.1,0
23.75,50.25,1.6,0
21.55,59.95,4.15,0
22.9,44.3,1.4,0
22.55,57,3.9,0
24.05,57.8,3.3,0
23,61.35,1.5,0
23.2,54.15,2.8,0
22.6,51.45,6.8,0
23.3,48.6,4.85,0
23.65,54.5,1.1,0
23.35,55.9,0.45,0
24.2,49.45,3.1,0
23.55,47.75,4.2,0
22.85,54.4,5.55,0
22.3,49.8,6.6,0
23.3,54.15,3.85,0
24.1,60.7,3.95,0
24.9,59.9,3.85,0
26.85,65.05,3.6,1
26.1,72.75,1.4,1
23.75,80,3.6,0
20.35,84.2,3.75,0
20.4,75.55,3,0
21.75,54.7,4.8,0
24.25,57.4,5.7,0
23.5,61.9,6.15,0
23.7,57.95,6.8,0
24.95,57.55,8.55,0
24.25,51.95,4.9,0
25.55,52.6,5.35,0
26.9,48.8,2.3,0
28,50.7,2.75,0
26.65,52.2,1.85,0
27.25,44.35,2.1,0
27.8,55.25,2.55,0
25.85,62.15,6.35,0
26.1,54.8,7.25,0
25.85,53.95,7.5,0
27.75,41.75,2.85,0
28.75,48.95,1.85,0
27.85,52.8,0.75,0
27.3,44,3.95,0
29.8,49.5,2.25,0
31.4,57.75,1.7,0
27.4,55.8,6.2,0
28.55,48.7,6.15,0
29.8,39.25,5.4,0
29.4,36.95,4,0
28.7,40.9,0.45,0
28.45,39.85,3.85,0
28.3,42.4,4.2,0
28.75,45.1,4.95,0
28.6,53.35,1.65,0
30.5,53.7,4.2,0
29.65,58.95,5.9,0
29.5,55.5,4.95,0
31.35,47.05,5.7,0
29.75,38.85,8.45,0
27.7,31.4,8.35,0
29.05,37.95,4.7,0
30.35,53.15,4.7,0
30.1,49.85,3.9,0
31.45,48.3,4.65,0
30.4,48.9,4.05,0
31.25,43.25,4.75,0
29.55,35.7,1.65,0
29.4,30.1,2.15,0
28.95,30.05,6.95,0
29.1,42.55,6.95,0
29.1,46.15,7.25,0
30.75,49.95,6.1,0
31.5,46.6,1.65,0
31,50.95,5.15,0
30.45,47.85,4.25,0
32.25,48.2,2.4,0
32.3,46.75,2.55,0
33,49.05,4.6,0
31.75,41.5,3.5,0
32.7,43.95,4.8,0
32.95,41,1.6,0
32.2,40.95,1.7,0
33.15,39.55,4,0
34.1,41.25,7.5,0
34.65,33.15,1.45,0
34.35,31.95,1.25,0
33.35,33.85,1.1,0
33.95,42.65,1.85,0
32.55,37.25,1.75,0
32.1,50.3,1.25,1
31.85,46.7,2.95,0
32.65,45.5,2.15,0
32.65,39.1,2.05,0
33.3,38.15,3.1,0
34.45,39.2,2.2,0
32.8,37.55,1.35,0
34.5,34.5,2.35,0
33.35,30.5,1.55,0
32.8,41.45,2.3,0
33.2,32.55,1.45,0
34.6,37.65,1.55,0
33.65,39.2,1.75,0
34,44.75,3.3,0
33.8,42.35,2.8,0
33.55,50.1,3.4,1
32.8,57.3,1.4,1
30.3,52.25,4.2,1
31.7,44.25,2.15,0
32.6,37.25,1.75,0
33.6,30.95,2.05,0
34.7,32.35,1.75,0
35.4,35.8,1.7,0
35.7,33.45,1.45,0
34.1,40.45,1.85,0
32.5,55.25,2.2,1
33.8,46.15,2.15,0
32.45,41.35,2.45,0
32.75,36.8,1.75,0
32.7,37.95,1.5,0
34,30.75,1.7,0
35.8,36.85,1.85,0
35.65,36.1,2.15,0
35.05,39.85,2.65,0
35.3,33.35,2.75,0
36.4,28.55,1.9,0
35.05,43.75,1.75,0
34.6,41.3,1.25,0
35.85,39.8,2.75,0
36.1,33.05,1.65,0
35.75,29.6,2.7,0
35.95,33.45,1.25,0
34.95,38.3,4.05,0
37.2,36.2,1.35,0
35.7,45.1,1.95,1
36.55,37.25,1.3,0
35,42.85,2,0
36.05,41.8,1.3,0
34.05,52.05,1.55,1
34.45,53.45,1.85,0
35.7,44.4,2.3,0
34.6,47.85,2.7,0
36.05,38.65,2.15,0
35.75,47.3,2.4,1
36.55,41.65,2.05,0
33,53.35,1.9,0
32.9,48.25,1.9,0
34,47.4,1.8,0
32.9,52,4.05,1
31.75,54.75,2.1,0
33.4,49.5,5.4,0
34.15,47.75,2.1,0
32.2,61.05,7.3,1
30.5,66.05,4.85,1
29.4,66.95,6.65,0
31.95,55.45,7.05,1
32.85,48,6.95,0
32.85,47.35,8.2,0
31.8,56,11.75,0
30.95,58.5,10.5,1
31.9,54.35,14.55,0
32.55,48.8,12.9,0
32.6,48.05,7.55,0
32.65,44.2,10.15,0
32.65,46.5,6.8,0
32.5,50,10.75,1
31.5,53.3,10.15,1
31.25,59.15,7.65,1
29.9,68.6,7.3,1
29.85,69.2,7.6,1
30.85,62.5,6.3,0
30.75,58.25,8.5,0
30.15,58.6,9.25,0
31.1,58.8,13.15,1
29.95,60.65,19.2,1
29.8,60.85,15.75,1
29.65,66.45,21.75,1
29.3,65,7.7,1
29.8,59.3,12,1
30.2,61.7,13.35,1
30.55,61.8,18.85,1
29.95,62.5,10.65,1
30.75,58,17.4,0
30.75,59.5,18.8,1
30.85,59.85,18.25,0
30.35,59.15,15.75,0
30.45,58.25,15.6,0
29.75,57.2,14.65,1
30,60.25,7.7,1
31.55,57,10.5,0
30.7,59.35,13.15,1
28.65,67.1,7.75,1
29.35,70.5,3.75,1
30.85,65.9,5.4,1
29.45,70.15,6.85,0
29.4,69.7,4.7,0
29.05,68.1,6.15,0
28.9,71.3,5.7,1
29.15,66.55,7.95,1
28.55,66.8,9.95,0
29.25,67.2,7.1,1
30.2,65.95,10.5,1
26.45,79.9,10.65,1
25.8,80.7,9.05,0
26.45,75.2,10.75,0
26.1,78.4,8.1,1
27.35,73.45,7.65,1
29.6,67.3,7.65,1
28.4,70.5,7.75,1
24.65,80.5,7.55,1
24.85,84.05,8.2,1
26.35,77.2,16.15,1
27.75,74.5,18.25,1
27.55,72.9,16.4,1
27.7,74.5,16.1,1
27.85,72.15,15.2,0
29.55,67.75,14.3,0
29.1,66.5,12.7,0
29,66.25,8.05,0
29.35,65.85,6.7,0
29.4,65.25,7.1,1
29.2,66.1,8.25,0
28.7,68,7.65,1
30.05,61.2,3.9,0
29.6,63.9,3.2,1
28.5,71.85,1.7,0
29.85,68.95,2.95,1
28.75,73,3.6,1
27.4,78.95,5.4,1
27.85,74.7,5.6,1
28.4,72.55,7,1
27.6,73.55,6.65,1
28.25,65.3,8.3,0
28.15,65.8,10.25,0
28.9,64.4,5.9,0
29.05,65.15,6.05,0
28.75,67.1,5.75,1
29.4,65.95,11.4,1
26.8,75.15,6.1,1
26,78.3,1.45,1
27.3,79.1,7.3,1
26.8,79.25,7.7,1
27.5,80,7.8,1
28.1,73.45,9.9,1
27.05,77,7.1,1
27.3,76.9,6.55,1
26.7,78.85,1.9,1
28.4125,69.95,5.75,0
28.825,68.4125,4.3,0
28.5375,67.325,1.85,0
28.2375,69.9625,7.35,1
28.8875,69.35,11.25,1
29.05,69.325,7.95,1
27.9875,72.75,4.15,1
25.9,81.65,5.15,1
26.15,82.6,3.05,1
26.55,83.5,0.8,1
27.05,81.65,3.45,0
28.95,74.1,1.75,0
28.9,76.3,2.85,0
28.2,80.65,6.1,1
27.625,82.0125,1.2,1
27.8875,81.275,1.1,0
26.525,81.5375,7.35,1
27.2625,81.3125,9.3,1
27.975,78.8875,1.3,0
28.2,77.7375,1.35,1
27.85,77.625,1.2,0
29,76.45,1.25,1
28.3,76.05,6.65,1
27.4,78,1.35,1
28,80,1.3,1
27.85,78.3,0.8,0
26.45,82.55,0.9,1
27.85,78.55,5.5,0
28.15,76.85,1.2,0
27.85,80.4,0.8,1
27.35,81.2,1.7,1
27.1,80.85,0.9,1
28.7,78.75,0.95,0
28.4,77.55,1.55,0
28.65,79.15,5.05,1
27.75,79.7,5.4,0
26.8,80,7.45,0
26.05,81,5.7,1
26.75,80,7.15,0
27.3,82,7.1,1
27.3,82.9,14.3,1
25.45,86.8,6.5,1
26.1,82.3,3.85,0
27.05,81.2,3.65,0
26.45,81.85,7.1,0
26.4,81.2,7.75,1
27.2,78.15,6.45,1
27.25,79.35,4.95,0
26.85,79.7,7.25,0
27,80.15,9.95,0
24.55,86.35,8.35,0
26.3,80.9,8.25,0
26.6,81.5,6.9,0
26.8,76.5,3.5,0
28.15,73.75,0.9,0
27.55,73.65,1.2,0
27.05,73.05,1.7,0
27.1,71.9,0.7,0
27.7,73.3,0.55,0
27.2,76.05,2.5,0
27.05,69.55,1.4,0
26.4,69.9,1.6,0
26.4,70.6,2.95,0
25.5,72.75,5,0
26.25,71.1,1.15,0
25.75,73.05,6.05,0
26.05,78.15,6.95,0
25.95,73.8,5.85,0
25.95,70.15,5.3,0
27.1,74.7,4.4,0
26.45,75.25,2.25,0
26.05,76.7,4.7,0
23.95,76.85,6.5,0
24,73.4,7.85,0
24,72.75,5.4,0
23.3,72.15,2,0
24.2,73.1,6.65,0
24.35,73.2,7.3,0
24.85,71.3,6.1,0
25.05,75.15,6.05,0
25.1,72.6,4.9,0
26.65,70.55,4.65,0
24.05,74.85,6.75,1
23.8,79.25,7.1,1
23.575,82.925,9.85,1
24.575,74.75,7.3,0
22.8875,75.7375,6.95,0
22.2625,74.2125,6.35,0
23.8875,72.775,2.7,0
24.4375,76.65,7.15,0
23.625,74.8125,6.1,0
23.575,73.675,6.05,0
23.2625,67.975,4.9,0
23.225,72.775,5.6,0
24,69.075,5.1,0
24.35,72.6125,5.9,0
22.95,75.6875,9.65,0
24.7375,70.075,3.9,0
23.2875,72.725,7.7,0
23.725,69.2625,7,0
23.9125,73.7875,6.3,0
24.375,69.675,5.35,0
23.55,70.025,7.65,0
23.5,71.375,4.4,0
23.4375,72.0625,7.55,0
24.5125,74.075,7.05,0
24.3,72.625,6.2,0
25.525,70.1875,4.65,0
25.1625,72.7,5.85,0
23.8,72.65,6.9,0
24.2875,70.1625,5.4,0
24.7375,70.9,6.95,0
19.35,42.95,6.05,0
19.8,33.45,5.4,0
21.3,31.25,4.5,0
22,39.65,4.3,0
22.65,35.85,7.65,0
23.1,40.15,5.95,0
24.15,47.95,7.05,0
22.55,39.75,3.55,0
21,37.85,4.8,0
21.65,37.3,4.2,0
24.15,41.6,4.35,0
25.55,40.1,5.8,0
24.45,45.85,6.65,0
25.2,42.5,6.6,0
22.15,43.45,5.85,0
23.2,38.3,6.35,0
22.95,44.45,5.75,0
24.85,46.65,5.1,0
24.55,47,5.1,0
23.3,43.2,6.35,0
23.7,52.2,6.2,0
23.85,45.7,5.9,0
24,53.45,6.9,0
25.65,44.6,4.8,0
25.75,49.1,5.15,0
28.5,47.35,6.35,0
26.3,50.25,7,0
23.1,61.1,4.25,1
20.7,87.9,5.1,0
21.75,59.9,4.8,0
22.75,37.85,4.25,0
24.3,54.35,5.2,0
25.15,46.8,6.05,0
24.65,49.15,5.55,0
25.85,46,7.45,0
25,45.75,6.3,0
27.35,40.7,6.15,0
28.1,38.5,7.15,0
27.85,41.35,5.55,0
27,63.05,4.6,0
26.2,46.45,5.25,0
28.1,35.35,6.85,0
27,50.45,6.65,0
26.95,48.7,7.15,0
27.3,49.4,6.5,0
27.35,49.3,5.5,0
29.7,45.65,7,0
28.4,34.4,3.75,0
25.9,47.4,4.35,0
29.7,29.75,4.55,0
30.9,48.6,6.65,0
28.35,45.35,7.75,0
27.75,45.2,7.2,0
26.25,28.5,7.45,0
27.55,32.75,4.75,0
29.35,26.55,4.1,0
28.4,29.05,4.35,0
28.1,29,5.7,0
28.3,42.1,5.15,0
27.1,53.35,4.85,0
28.85,41.3,8.4,0
28,53.5,7.05,0
28.55,42.5,6.85,0
30.4,42.1,4.7,0
27.85,30.25,4.4,0
27.4,26.2,6.05,0
27.55,27.8,4.25,0
29.3,42.9,7.2,0
29.55,45.45,6.55,0
30.85,36.7,7.5,0
29.75,44.2,6.25,0
29.75,33.25,5.6,0
30.2,22.8,6.75,0
29.15,28.6,7.65,0
29.15,17.1,6.65,0
28.7,15.95,9.85,0
28.45,38.9,6.7,0
29,39,11.5,0
30.05,42.9,7.35,0
31.3,42.05,7.2,0
31,34.7,6.25,0
31.25,30.7,5.55,0
31.35,35.35,7.4,0
31.75,38.7,7.45,0
31.15,35.6,7.95,0
31.05,36.9,7.45,0
31.1,31.8,5.4,0
32.65,27.3,6.15,0
32.4,25.25,5.65,0
31.15,29.8,4.15,0
32.55,38,4.8,0
32.5,30.25,4.9,0
32.65,34.7,4.5,0
32.5,32.7,6.7,0
32.35,37.5,6.35,0
31.9,32.1,5.1,0
32.9,37.35,6.5,0
33.1,31.35,7.75,0
31.4,34.55,5.85,0
30.6,46.75,8.7,0
32.9,40,15.25,0
31.65,38.25,10.8,0
33.6,36.25,7.95,0
32.15,27.2,10.8,0
32.9,30.55,5.3,0
33.2,24.1,5.85,0
34.75,27.6,5.15,0
34.45,35.5,5.35,0
32.8,27.6,13.6,0
32.85,34.45,15.3,0
32.8,37.95,8,0
32.65,47.7,5.8,0
30.55,48.9,7.75,0
31.75,38.55,10.2,0
32.9,35,7.15,0
34,26.5,7.55,0
34.55,28.8,5.9,0
34.75,31.6,4.75,0
36,28.95,5.95,0
34.1,32.4,8.4,0
32.4,28.05,9.65,0
33.25,42.65,7.55,0
32.9,19.65,9.6,0
32.7,38.55,6.35,0
32.4,34.8,6.75,0
33.65,26,6.05,0
35.75,20.6,9.45,0
36.05,31.6,7.7,0
35.35,28.4,7.1,0
35.55,34.95,6.15,0
36.95,22.75,5.15,0
34.7,19.35,8.6,0
35.15,41.45,6.05,0
35.85,33.95,9.3,0
35.7,37.4,6.2,0
35.65,17.55,12.45,0
35.9,25.4,7.6,0
33.1,24.45,19.8,0
36.65,24.15,6.05,0
35.15,25.25,9.45,1
34.65,27.25,7.2,0
34,39.2,10.85,0
35.6,23.1,6.65,0
33.45,47.65,9.5,0
34.8,42.5,7.6,0
35.75,42.45,7.1,0
34.4,39.75,7.6,0
35.9,33.4,4.7,0
36.4,43.9,8.15,0
33.75,51.2,17.9,0
32.45,53.4,3.8,0
33.35,46.95,6.8,1
34.15,45.7,4.95,0
32.75,54.15,10.6,1
31.7,62.7,4.8,0
33.9,50.6,5.55,0
34.55,47.85,6.5,0
32.35,60.6,22.25,1
30.3,73.75,6.8,0
28.25,82.15,2.1,0
31.35,61.3,7.2,0
32.55,53.5,5.1,0
32.6,50.6,8.85,0
32.45,59.1,7.6,0
31.05,59.5,7.4,0
32.55,56.55,10.25,0
33.8,50.8,7.7,0
33.3,49.2,7.05,0
33.15,46.35,7.25,0
33.2,48.2,7.75,0
34.15,51.45,8.35,0
32.45,53.2,8.85,0
31.05,69.4,6.95,1
29.85,74.25,7.05,1
29.55,80.8,3.8,1
30.15,72.65,6.55,0
30.9,63.8,4.3,0
31,62.4,5.8,0
31.05,62.05,7.55,0
30,65.8,9,0
29.9,64.6,9.75,0
29,76.8,7.5,1
28.65,76.5,6.65,0
29.55,70.25,5.4,0
30.25,66.05,8.4,0
31.2,61,0.25,0
31.05,59.05,0.25,0
31.2,54.7,0.25,0
31.4,64.6,10.1,0
31.9,55.5,0.25,0
30.3,58.5,0.25,0
30.3,55,0.25,0
29.85,53.55,0.25,0
30.15,55.5,0.25,0
31.5,59,0.25,1
31.75,58.15,0.25,1
29.55,66.5,0.25,1
30.25,63,0.25,1
29.65,71.65,0.25,1
29.1,66.5,0.25,0
29.2,72,3.1,1
29.2,75.85,0.25,0
29,70.5,0.25,1
29.2,69,0.25,1
28.15,75,0.25,1
29.5,66.5,0.25,0
30.8,63.5,0.25,1
27.95,71.5,0.25,1
26.65,83.95,0.25,0
27,77.65,0.25,0
27.2,74.5,0.25,0
28.35,70.85,0.25,1
30.4,63.95,0.25,0
29.3,72,0.45,1
25.2,93.8,0.25,1
25.85,90,0.25,1
26.8,87.55,0.25,1
28.05,77.1,0.25,1
27.8,76.9,0.25,0
27.25,76.4,0.25,1
29.15,77,0.25,0
30.55,66.15,0.25,0
30.05,61.5,0.25,0
30.3,62.2,0.3,0
31.15,63.5,0.25,0
30.3,69,0.25,1
30.6,69.9,0.25,0
30.05,66,0.25,0
30.15,66.45,0.25,0
29.1,65,0.25,0
29.2,71.7,0.25,0
29.25,67,0.25,0
28.25,77,3.1,1
26.9,83.9,3.1,1
28.7,76.4,0.25,1
29.25,72.15,0.25,0
28.95,72.95,0.25,0
29.25,67.05,0.25,0
29.7,62,0.25,0
29.65,62,0.25,0
30.55,59,0.25,0
29.85,65.35,0.25,0
29.65,67,0.25,0
27.45,76.5,3,1
25.85,91.45,0.25,1
27.45,82,0.15,1
27.2,79,1,1
28.3,79.9,0.25,1
28.65,74.55,0.25,1
28.75,84.9,7.55,1
27.75,76.4,0.25,0
26.2,84.4,0.25,1
28.8,70,0.25,0
29.95,62.6,0.25,0
28.9,66.4,0.25,0
29.3,71.75,5.15,0
29.5,68.5,0.25,0
28.95,68.5,0.25,0
27.95,74.5,0.5,1
25.75,89.5,1.2,1
26.05,90.45,0.55,1
25.45,90.95,0.3,1
27.15,84.95,0.25,1
27.75,78.5,0.25,0
29.05,73.95,0.25,0
28.1,82.5,0.25,1
28.2,82.8,0.25,0
28.85,76,0.2,0
26.75,81,0.2,1
28,80.4,0.25,1
28.9,78.5,0.25,0
29.35,68.45,0.2,0
29.2,74.5,0.2,0
29.45,73,0.25,0
27.9,74.5,0.25,0
28.55,73.05,0.25,0
27.3,80,0.25,1
28.6,78.1,0.25,0
27.8,80.95,0.25,0
27.6,74.5,0.25,1
29.1,75,0.25,0
29.2,77.9,0.25,0
27.6,81.8,0.25,0
27.55,81.65,0.25,0
29.1,77.05,0.25,0
29.25,69,0.25,0
29.45,71.5,0.25,0
29.2,69.5,0.25,0
27.4,79.6,0.2,0
27.45,79,0.2,1
27.55,72,0.2,0
27.75,84.35,-1,0
28.8,82.7,-1,1
26.65,85.5,0.25,0
25.95,82,0.25,0
27.15,80.5,0.25,1
27.35,77,0.25,0
27.1,76.5,0.2,0
27.15,76.5,0.3,1
27.75,76.7,0.2,0
28.2,73.5,0.2,0
28.05,72,0.25,0
24.6,86.2,0.2,1
27.15,78.5,0.25,0
27.85,71,0.2,0
27.45,70,0.2,0
28.65,70.5,0.25,0
28.25,70,0.25,0
27.85,65.5,0.25,0
27.65,65.5,0.25,0
28.15,69.4,0.25,0
28.6,68.5,0.25,0
27.3,68.5,0.25,0
27.4,63.5,0.25,0
27.85,63.55,0.2,0
27.6,64,0.25,0
27.4,67.5,0.25,0
27.2,66,0.25,0
26.05,75,0.25,0
26.55,70,0.25,0
27.6,64.45,0.25,0
28.5,76.35,3.6,0
27.2,73.5,0.25,0
27.05,69,0.25,0
26.1,68.5,0.2,0
26.1,73.75,4.6,0
25.8,64.5,0.25,0
24.75,65,0.25,0
25.35,67,0.2,0
25,73.3,5.25,0
26.5,75.45,4.55,0
26.4,75,0.25,0
26.75,67,0.25,0
28.15,78.45,3.75,0
25.1,76.25,0.25,0
24.8,80.35,0.25,1
24.45,84.95,0.2,1
25.75,70.5,0.25,0
24.55,68.5,0.25,0
23.5,72,0.2,0
25.65,73.9,4.05,0
25.95,77.2,4.35,0
25.45,75.5,4.9,0
24.8,69.5,0.25,0
24.85,63.2,0.25,0
24.35,67,0.25,0
25.8,67.5,0.25,0
26.35,72.55,4.25,0
25.2,74.7,4.25,0
25.95,66.5,0.25,0
24.85,68.85,0.2,0
25.05,68.6,0.25,0
24.7,73.05,0.25,0
25.65,64.5,0.25,0
25.25,63.5,0.25,0
25,65.5,0.25,0
23.85,68,0.2,0
25.25,68.5,0.25,0
24.75,69,0.25,0
25.85,65.2,0.25,0
25.4,71.95,3.1,0
24.75,73.85,4.05,0
25.3,71.15,4.7,0
25.1,74.8,5.3,0
22.95,46.15,5.95,0
24.5,48.15,7.15,0
25.3,59.55,3.8,0
25.15,51.45,4.25,0
25.3,59.7,6.9,0
26.05,62.05,6.25,0
25.95,62.65,7.55,0
25.7,64.3,6.25,0
25.35,62.2,6.05,0
25.15,53.45,4.2,0
25.9,59.65,6.05,0
25.95,69.5,6.7,0
26.9,65.1,6.65,0
26.15,60.6,7.55,0
25.7,64.3,8.1,0
25.65,60.6,7.5,0
25,63.2,5.8,0
25.05,71,5.6,0
24.1,63,4.1,0
25.7,63.35,6.2,0
25.9,59.65,7.15,0
23.55,58.2,7.3,0
25.05,69.35,7.15,0
26.75,69.9,6.2,0
28.3,68.3,8,0
28.4,73.2,8.3,1
27.65,70.5,7.55,1
22.8,95.35,5.9,1
23.35,75.05,6.25,0
22.25,78.2,7,0
22.1,51.45,6.85,0
26.1,62.1,7.5,0
24.2,54.2,6.8,0
24.85,65.45,8.5,0
25.65,69.35,11.05,0
26.5,66.65,9.95,0
27.5,59.65,7.1,0
29.2,55.65,8.15,0
29.65,66.35,8.9,0
28.6,61.85,3.4,0
29.55,51.3,7.65,0
29.5,70.25,6.1,0
28.2,75.5,6.2,0
28.7,69.2,9.35,0
29.5,62.25,8.6,0
27.9,58.3,7.55,0
30.3,61.9,8.45,0
29.15,64.75,3.8,0
25.95,53.5,5.85,0
29.2,62.85,7,0
30.2,69.65,7.6,0
29.5,64.1,9.9,0
30.85,54.3,6.4,0
28.35,48,7.6,0
29,40.05,7.75,0
29.45,41.55,8.05,0
29.95,40.6,7.7,0
28.9,56.15,4.1,0
28.35,61.2,5.7,0
27.5,56.35,4.8,0
29.65,62.2,9.8,0
29,67.2,7.35,0
29.5,59.7,7.45,0
29.95,50.7,10.65,0
29.5,44.45,8.6,0
29.1,35.95,6.65,0
27.95,47.65,5.2,0
30.25,62.55,7.6,0
30.15,58.3,7.7,0
30.7,57.15,6.25,0
29.95,55.8,7.3,0
29.7,49.65,7.85,0
30.9,43.45,8.25,0
31.65,34.1,8.9,0
30.35,32.9,8.05,0
30.4,45.15,10.6,0
29.15,50.75,8.45,0
28.7,57,7.65,0
29.9,57.8,7.75,0
32.15,58.2,7.35,0
31.95,53.75,8.7,0
30.2,54.1,6.4,0
32.3,49.75,5.7,0
31.65,52.85,8.8,0
29.95,51.05,7.2,0
31,50.55,6.2,0
31.55,49.2,5.4,0
32.4,39.75,5.6,0
31.95,45,6.45,0
33,42.05,7.6,0
33.6,37.4,5.25,0
32.3,41.75,6.95,0
32.35,43.45,5.85,0
32.95,49.9,7.85,0
30.95,47.3,7.3,0
30.95,49.35,5.55,0
31,52.55,5.55,0
31.95,50.9,7.15,0
32.15,47.75,11.4,0
32.05,50,7.65,0
31.15,46.5,11.25,0
31.85,46.6,7.2,0
33.3,35,9.4,0
32.7,37.8,7.5,0
32.55,37.7,7.2,0
32.15,37.85,8.9,0
32.35,39.35,9.3,0
31.75,51.15,3.15,0
32.9,48.1,8,0
32.85,46.85,6.15,0
32.75,49.5,0.4,0
33.3,44.5,9.9,0
31.35,55.8,11.95,0
31.35,49,2.9,0
31.7,41.65,5.1,0
32.75,36,7.25,0
33.6,37.95,4.7,0
34.35,39.25,3.35,0
35.25,31.3,7.5,0
33.55,45.3,15.85,0
32.65,61.1,10.45,1
33.45,40.55,18.8,0
32.5,26.45,32.65,0
32.2,38.3,12.55,0
32.5,32.3,10.3,0
34.65,25.65,14.05,0
36.05,25.2,6.65,0
35.85,30.75,8.9,0
35.3,32.5,15.9,0
35.95,27.4,8.4,0
36.9,21.25,10.15,0
34.65,46.1,11.5,0
34.3,40.9,7.35,0
36.2,34.45,9.05,0
36,24.4,2.95,0
35.9,24.05,8.7,0
36.65,22,5.15,0
36.1,32.05,3.95,0
36.25,43,2.1,0
36.25,30.3,1.75,0
35.5,46.85,1.8,0
35.15,37.5,10.4,0
36.05,46.8,5.4,0
34.65,50.3,3.7,0
34.95,43.8,10.6,0
35.4,47.7,3.2,0
35.2,44.05,17.7,0
35.8,37.65,7.5,0
36.85,36.85,9.9,0
37.15,36.8,9.45,0
34.1,45.9,18.55,0
33.2,57.5,15.85,1
33.3,60.9,13.25,0
33.4,51.6,19.15,1
31.2,63.95,11.95,1
33,55.95,9.9,0
34.7,52.55,11.95,0
32.8,61.05,14.8,1
30.65,73.55,11.95,1
29.75,75.25,9.1,0
32.15,57.5,14.8,0
32.8,53.95,12.35,0
32.8,49.9,14.7,0
31.3,62.9,19.55,0
30.55,60.1,16.35,1
32.2,57.05,23.65,0
32.55,51.7,23.35,0
32.55,48.05,19.4,0
32.55,46.4,23.1,1
32.3,48.85,20.45,1
32.25,58.6,16.2,1
31,58.75,12.8,0
31.05,69.9,9.7,1
29.85,72.95,10.8,1
29.9,74.2,9.85,1
30.5,71.25,9.4,1
30.4,70.9,11.75,1
30.35,65.6,16.3,0
31.15,62.4,21.2,1
29.6,65.5,24.7,1
29.05,66.5,27.75,1
29.05,73,15.9,1
28.75,72.95,14.2,1
29.15,71.1,19.3,1
29.7,65,23.15,1
30.5,65.9,19.9,1
30.45,65.85,24.55,1
30.9,61.1,24.25,1
30.5,66.85,24.2,1
30.8,63,24,1
30.3,63.95,20.65,1
29.7,72.5,16.9,1
28.95,66.8,17.95,0
30.05,64.35,15.55,0
30.45,73,12.45,1
30.4,73.6,16.45,1
29.1,77.55,12.85,1
30.1,72.9,16.5,1
29.95,71.55,10.1,0
28.4,80.8,8.4,1
29.3,79.75,6.35,0
28.45,79.9,7.4,1
28.9,77.25,11.6,1
29.25,69.9,8.55,1
28.3,71.6,11.2,0
30.25,68.75,16.45,0
30.65,70,14.95,0
27.95,81.85,16.55,1
26.5,83.5,14.25,0
26.55,85.2,18.15,1
26,89.35,20.85,1
26.65,81.65,20.5,1
29,73.25,18.1,1
27.7,83,21.3,1
24.7,94.95,16.25,1
25,93.95,18.7,1
26.45,89.7,17.15,1
27.35,83.05,25.35,0
27.8,79.85,27.95,0
27.95,82.05,22.7,1
27.55,82.35,23.25,0
28.65,74.7,20.25,1
28.55,67.4,19.75,0
28.6,70.8,19.7,0
29.05,71.5,14.45,0
28.55,73.8,10.15,0
28.4,72.4,12.4,0
28.85,77.7,11.85,1
29.45,74.5,13.65,1
29.45,70.1,10.4,1
27.85,78.65,7.4,1
30,72.15,7.55,1
28.6,81.85,8.4,1
26.7,85.2,9.05,1
28.2,81.6,11.9,1
28.2,79.85,12.35,0
28.1,77.8,17.55,0
28.4,67.75,13.35,0
27.95,67.1,14.6,0
28.1,70.15,9.95,0
28.55,72,7.65,1
29.35,70.75,10.95,1
28.55,69.9,10.5,1
25.95,88.9,10.25,1
26.3,84.85,11.05,1
27.85,88.65,9.6,1
26.65,87.85,14.25,1
27.1,89,16.6,1
27.9,84.95,18.35,0
26.9,82.9,21.9,0
26.7,87.25,18.3,1
26.5,87.1,15.75,0
27.9,81.95,14.3,1
28.35,77.26666667,11.65,0
27.68333333,78.78333333,15.5,0
27.96666667,75.36666667,15,1
28.36666667,82.46666667,8.35,1
29.16666667,81.61666667,7.6,0
27.9,82.7,9.45,1
27.5,90.05,7.6,1
26.7,97.9,7.05,1
27.45,93.8,6.95,1
26.9,90.05,5.3,0
28.6,82.1,6,0
28.7,80.1,4.4,0
28.7,84.7,4.8,1
27.56666667,85.65,5.4,1
28.25,89.01666667,6.05,0
26.96666667,91.11666667,6.5,1
27.46666667,88.5,6.35,0
27.65,88.05,4.05,0
27.91666667,81.88333333,6.5,1
28.2,81.88333333,5.7,0
28.75,81.05,3.35,0
28.2,79.9,8.35,0
27.35,85.55,3.9,0
27.8,88.1,7.05,1
28.15,82.5,4.2,1
26.05,89.55,6.4,1
27.65,81.7,7.55,1
28.15,80,4.65,0
28.4,82,7.45,0
