Temparature,Humidity,Windspeed,Rainfall
27.15,77.6,1.85,1
26.65,77.8,2.9,0
27.6,72.85,3.35,1
28,73.4,2.95,1
28.65,73.3,2.65,1
28,75.2,4.2,1
27.05,75.3,4.45,1
24.35,86.1,4.05,1
26.75,77.2,5,1
26.4,78,3.85,0
26.25,79.2,5,1
25.5,83.15,2.8,1
25.75,80.3,2.9,0
25.95,80.6,2.75,1
26.9,76.2,3.6,1
26.05,81.25,2.45,1
27.2,72.1,2.7,1
27.3,73.3,3.55,0
28.2,71.1,2.8,0
27.45,73.1,3.15,1
26.85,77.65,3.9,1
26.4,76.35,4.4,1
26.5,76.1,4.7,0
27.2,74.75,4.2,0
27.7,68.85,3.1,0
28.5,71.1,3.4,0
28.1,62.9,3.25,0
28,61.3,2.75,0
27.2,69.1,3.55,1
28.3,61.1,2.05,0
27.05,69.85,2.9,0
27.55,63.35,3.4,0
27.3,60.5,3.65,0
27.15,63.8,2.75,0
26.35,58.55,3.9,0
25.8,64.8,3.8,0
26.35,66.1,3.85,0
26.1,66.7,2.95,0
26.9,63.45,3.1,0
26.9,56.45,3.65,0
27.3,58.35,3.2,0
27.25,64.75,2.9,0
26.15,68,4.3,0
25.45,68.9,3.45,0
25.45,66.15,2.8,0
25.45,61.5,3.2,0
25.35,65.8,3.1,0
25.3,67.95,4.7,0
24.65,65.5,3.5,0
25.05,64.75,3.45,0
25.6,70.55,3.8,0
25.8,69.45,3.55,0
26.2,67.9,3.45,0
25.4,68.05,3.35,0
23.3,79.95,4.3,1
23.97857143,79.62142857,2.95,0
24.34285714,72.3,4.85,0
24.02857143,66.87857143,2.95,0
23.06428571,68.10714286,3.05,0
24.09285714,66.07857143,2.7,0
24.42142857,71.95,3.55,0
24.24285714,71.57142857,3.8,0
24.55,66.1,3.85,0
24.32857143,63.49285714,2.9,0
24.22142857,64.97857143,3.05,0
25.48571429,64.43571429,3.35,0
24.85714286,69.72857143,3.7,0
24.73571429,67.35,3.4,0
24.33571429,68.69285714,3.05,0
24.45714286,65.60714286,4.75,0
24.34285714,66.50714286,2.9,0
24.37857143,63.59285714,3.2,0
24.37142857,62.42142857,2.25,0
24.40714286,66.87857143,3.4,0
23.88571429,66.45,3.1,0
23.56428571,67.36428571,5.05,0
24.48571429,68.8,3.75,0
25.15714286,64.03571429,3.25,0
25.02142857,68.73571429,3,0
24.08571429,65.80714286,3.15,0
22.49285714,63.67142857,3.35,0
23.04285714,64.42142857,4.05,0
24.02857143,68.97142857,5.9,0
18.1,47.3,0.75,0
23.6,49.25,1.25,0
23.9,48.15,0.8,0
25.3,51.95,0.8,0
24.9,58.15,1.25,0
27.3,56.55,0.85,0
24.5,61.7,0.05,0
26.3,56.2,1.1,0
22.75,49.05,1.15,0
22.7,45,0.85,0
24.4,59.2,1.1,0
24.75,64.05,1,0
25.85,68.35,0.9,0
26.9,64.6,0.1,0
26.05,58.95,1.1,0
26,58.25,0.9,0
25.25,56.35,0.8,0
27.7,55.7,1.05,0
27.3,52.2,1.2,0
25.8,54.55,0.95,0
26.5,53.75,0.1,0
25.8,43.85,0.1,0
25.05,56.45,1.15,0
26.65,66.25,1.05,0
26.75,65.65,1.3,0
27.35,62.35,1.45,0
25.65,85.55,0.4,1
22.4,96.9,1,1
22.2,86.05,0.8,0
23.2,59.15,1,0
22.65,48.9,0.55,0
24.75,65,0.8,0
27.05,60.9,0.45,0
26.9,63.5,0.7,0
27.15,67.35,1,0
27.2,60.25,0.3,0
28.4,54.05,1.15,0
28.4,53.45,0.5,0
27.85,58.65,0.95,0
27.7,53.25,0.1,0
25.25,31.15,1,0
26.25,53.45,0.3,0
29.2,69.4,0.5,0
27.3,64.2,0.35,0
28.95,61.15,0.2,0
29.5,50.95,0.25,0
29.7,60.05,1.2,1
30.1,60.7,0.1,0
31.15,57.2,1.35,0
30.4,59.95,0.05,0
30.9,61.55,1.15,0
30.25,54.5,0.75,0
31.15,43.8,0.7,0
31,41.8,0.5,0
32.8,37.65,0.15,0
32.8,34.3,0.6,0
31.45,43.05,0.9,0
31.25,56.4,0.05,0
30.3,63.95,0.1,0
30.4,55,0.05,0
30.2,65.5,1.25,0
29.5,64.4,0.7,0
32.05,58.6,0.45,0
32.8,57.35,1.55,0
31.4,41.2,0.5,0
30.7,34,1.45,0
32.15,48.85,0.15,0
32.05,60.1,0.05,0
32.8,55.45,0.2,0
32.3,56.15,0.05,0
32.9,52.8,0.65,0
33.15,43.85,0.75,0
31.35,29.95,0.9,0
30.45,30.65,0.6,0
30.45,21.1,1.1,0
29.75,44.9,1.35,0
31.55,39.1,1.55,0
31.1,47.65,3.25,0
32.9,54.4,0.2,0
32.15,59.5,3.8,0
32.25,49.6,0.8,0
33.35,50.6,0.8,0
34.1,50.6,0.8,0
34.1,48.4,1.45,0
34.1,42.85,0.45,0
34.35,40.2,0.15,0
33.9,39.1,0.25,0
34.4,31.85,0.65,0
33.6,44.1,0.35,0
34.8,33,1.15,0
34.55,30.9,2.25,0
33.35,29.2,0.5,0
35.05,47,0.75,0
33.5,49.1,1.55,0
33.35,45.45,0.65,0
32.6,35.7,1.7,1
32.9,58,0.25,1
34.4,41.7,1.65,0
33.3,49.15,1,0
33.05,50.45,1.2,0
33.5,55.1,0.15,0
34.1,44.3,0.15,0
34.1,39.05,2.55,1
34.7,40.55,0.1,0
35.15,32.55,1.05,0
34.6,31.25,0.5,0
34.7,29.25,0.2,0
34.1,46.15,3,0
32.8,66.35,0.45,1
33.05,60.1,1.55,1
30.45,61.15,2.8,1
34.1,47.85,0.6,0
33.45,59.6,1.3,1
33.6,39.1,0.1,0
34.25,39.7,0.45,0
36.8,36.5,0.2,0
36.95,32.35,0.35,0
36.25,42.95,0.65,0
35.95,43.35,0.15,0
36.15,38.05,0.05,0
35.75,46.2,2.7,0
36.05,43,0.85,1
33.75,23.85,0.15,0
34.65,32.7,1.8,0
33.05,25.55,1.75,0
35.45,25.6,1.8,0
36.8,27.8,0.1,0
37.15,22.3,0.15,0
36.95,29.85,5.25,0
36.8,23.5,0.5,0
36.85,29.35,1.15,0
34.2,57.05,3.4,1
34.7,46.9,0.15,0
35.65,36.85,0.7,1
35.8,47.55,0.45,0
35.7,46.85,4.15,0
37.2,43.7,0.1,0
35.4,42.55,1.25,0
37.6,31.45,0.05,0
38.1,36.75,4.65,0
37.3,37.6,6.3,0
36.8,40.8,1.15,0
37.8,43.55,0.2,0
35.95,41.95,5.8,0
35.15,36.7,6.5,0
36.4,32.05,6.2,0
36.85,29.15,8.1,0
37.95,37.15,0.5,0
37.1,38.5,6.5,0
34.85,49.7,7.05,0
35.35,43.9,1.6,0
36.3,38.4,2.4,0
33.3,48.25,1.75,0
35.55,42,2.45,0
33.45,56,4.6,1
32.65,57.85,1.7,0
36.4,45.45,1.6,0
34.8,48.2,4.3,0
32.5,61.05,32.7,1
30.25,64.95,1.25,0
34.05,50.3,2.35,0
34.35,47.95,2.3,0
34.1,46.35,2.95,0
32.6,55.15,4.5,0
31.65,57.3,2.9,0
32.4,52.6,4.55,0
33.7,47.1,4.7,0
33.8,45.55,4.4,0
33.15,46.5,3.55,0
33.45,46.05,4.9,0
33.1,51.55,4.8,0
32.1,61.9,3.4,1
31.65,65.25,32.8,1
29.55,70.5,2.05,0
30.25,68.55,2.25,0
30.1,72.85,1.7,1
31.15,68.6,2.1,0
31.1,61.9,2.65,0
31.4,59,6.15,0
29.35,66.1,3.95,0
28.6,73.15,3.85,1
27.1,73.05,4.85,0
27.4,77.3,3.8,1
27.55,74.3,4.95,0
29.85,65.1,6,0
29.95,68.75,4.1,1
28,73.8,6.2,1
29.15,67.3,7.1,0
29.85,65.95,5.4,0
30.5,67.55,7.85,1
29.65,67.2,3.75,1
30.6,62.55,6.6,0
29.6,65.45,3.9,1
29.65,67.25,4.2,1
31.5,60.7,5.8,0
27.8,60.55,5.25,1
30.7,60.75,4.75,1
30.35,62.9,2.8,1
31.15,62.65,3.4,0
31.55,61.5,3.75,1
29.7,69.95,2.35,1
29.55,73.55,2.2,0
29.7,70.25,2.1,1
30.25,65.8,2.85,0
29.8,66.5,3.5,0
29.95,65.85,4.55,0
29.8,66,2.3,1
26.9,81.05,6.25,1
27.5,77,6.15,0
26,85.65,2.55,1
25.25,87.25,4.1,1
26.4,82.25,4.85,1
28.05,78.95,5,1
27,81.45,5.5,1
24,91.8,4.2,1
25.2,88.45,4.7,1
27.05,82.2,4.35,1
27.8,79.9,5.25,1
27.4,81,7.75,1
26.95,82.75,4.7,1
27.6,79.4,6.2,1
28.35,73.7,5.7,0
28.8,70.45,5.3,0
29.3,68.65,5.1,0
29.25,71.35,2.2,1
28.4,75.8,2.9,1
29,72.5,2.6,0
29.4,69.85,4.7,0
29.75,65.65,3.55,1
30.4,67.15,2.45,1
28.25,73.25,2.45,0
30.25,69.3,3.55,0
29.7,70.95,5,0
28.65,70.55,4.25,0
28.75,72.7,5.1,1
27.75,74,6.25,0
28.65,73.15,5.8,1
28.4,65.6,3.55,0
28.2,64,4.1,0
29,61.9,3.45,0
29.95,63.9,3.3,0
29.65,72.05,3.3,1
28.7,77.2,2.9,1
27.15,79.75,5.05,1
26.2,82.85,3.65,1
26.65,80.4,4,1
26.9,79.9,4.1,1
26.55,82.9,3.6,1
28.05,75.85,4.7,0
27.5,77.85,5.65,0
27.6,76.7,4.05,0
28.2,73.95,6,0
28.09,73.34,2.6,0
27.91,75.78,3.15,0
26.71,77.52,3.3,1
27.99,74.32,3.7,0
29.03,70.9,3.25,1
28.31,74.63,2.1,1
28.37,74.81,2.3,0
28.15,75.8,2.2,1
28.5,78.05,2.2,0
27.85,81.05,2.35,1
28.1,77.5,3.1,1
29.85,68.9,1.75,0
29.8,71.5,2.7,1
28.55,76.1,2.55,1
27.86,80.27,1.25,1
27.86,80.68,3.9,1
26.98,79.16,2.9,1
27.75,78.09,2.95,0
28.82,74.44,1.8,0
28.17,74.39,2.35,1
27.84,75.01,1.45,0
29.5,72.3,2.4,0
29.1,72.05,2.1,0
29.5,67,3.45,0
28.85,70.55,1.35,1
28.2,74.25,1.4,1
27.8,76.55,2.2,1
29.05,70.95,1,0
28.3,74.3,2.15,1
28.25,73.05,2,1
27.5,74.65,1.75,0
28.15,73.9,1.9,1
28.5,72.05,1.7,1
29,71.65,2.05,1
29.25,72.45,1.75,0
27.55,76.3,1.75,1
25.55,83.05,1.7,1
27.5,78.65,4.8,1
27.2,78.05,3.25,1
27.4,78.7,2.4,1
26.7,83.2,3.2,1
26.7,78.15,2.5,0
26.25,82.15,3.25,1
27.7,74.5,3.25,1
27.25,77.6,4.1,1
28.15,71.4,1.75,1
27.75,73.2,3.25,0
28.55,70.45,1.65,0
28.6,73.05,2.5,0
27.65,78.35,2.85,1
27.3,77.65,5.1,0
27.3,76.95,3.7,0
27.8,75.2,2.5,0
27.8,69.65,1.9,0
29.15,69.3,3.4,0
28.5,62.35,1.35,0
28.65,61.6,1.75,0
28.05,64.75,1.35,0
28.95,59.5,2.65,0
28.05,67.95,1.65,0
28.1,63.2,3.05,0
27.95,60.25,1.35,0
27.1,63.15,2,0
26.95,58.45,4.6,0
26.65,64.55,3.95,0
27.15,67.35,2.1,0
27.2,66.5,2.15,0
27.8,62.75,1.45,0
27.75,55.9,2.65,0
28.35,60.45,3.85,0
27.9,65.2,1.85,0
26.25,68.55,3.35,0
25.5,67.8,2.8,0
25.6,64.35,1.6,0
25.3,63.35,1.85,0
26.2,62.5,2.25,0
26,65.9,2.35,0
24.8,62.95,3.05,0
26.3,64.55,2.85,0
25.8,70.2,2.95,0
26.2,68.95,1.9,0
27.2,66.8,2.35,0
26.45,67,3.25,0
24.5,78.9,2.6,1
25.44,76.24,1.85,0
24.7,71.35,3.95,0
23.59,67.15,2.75,0
22.62,67.28,3.75,0
23.63,66.12,3.1,0
24.02,71.4,4.2,0
24.06,69.54,2,0
23.93,64.36,1.1,0
23.83,63.54,1.8,0
23.81,63.01,2.15,0
24.87,65.01,2.05,0
24.34,70.04,2.9,0
23.98,68.52,2.9,0
23.92,67.65,2.75,0
24.01,65.58,4.05,0
23.72,68.08,2.7,0
23.92,64.85,1.55,0
24.19,61.84,1.3,0
23.87,65.36,2.5,0
23.48,66.64,2.5,0
23.09,67.61,3.75,0
23.79,66.16,2.2,0
24.62,63.69,2.85,0
24.56,67.43,2.1,0
23.44,66.32,2.8,0
21.59,62.37,3.35,0
22.6,64.35,3.9,0
23.54,66.98,5,0
22.05,44.55,1.4,0
25.2,48.25,1.7,0
25.95,44.75,2.5,0
26.95,48.45,1.4,0
27.05,55.95,2.3,0
28.1,55.15,2.95,0
27.1,60.35,0.05,0
27.35,52.5,2.8,0
25.55,45.55,2.85,0
25.85,41.5,1.4,0
27.1,55.95,2.2,0
27.85,60.35,2.65,0
27.75,64.65,3.8,0
27.75,60.8,0.1,0
27.25,55.25,2.35,0
27.75,57,3.25,0
23.6,54.2,3.2,0
24.2,58,1.55,0
24.65,54.55,2.95,0
23.1,57.2,2.65,0
23.8,56.1,0.1,0
24.45,46.3,0.1,0
25,56.15,3.3,0
25.05,66.2,2.2,0
25.6,67,3.9,0
27.35,61.75,1.45,0
23.95,83.15,0.4,1
20.75,94.1,2,1
19.9,88.15,2.3,0
19.95,66.5,1.9,0
21.2,49.6,2,0
24,66.05,0.8,0
23.8,63,0.45,0
24.5,65.15,0.7,0
25.1,67.8,1,0
24.95,65.1,0.3,0
25.3,58.1,2.45,0
27.5,57.35,0.5,0
27.85,64.45,0.95,0
26.6,62.85,0.1,0
23.75,34.95,2.9,0
26.15,64,0.3,0
27.1,77.95,0.5,0
26.6,72.8,0.35,0
27.3,62.1,0.2,0
27.65,61.75,0.25,0
28.7,64.25,1.2,0
29.1,63.65,0.1,0
29.8,60.3,2.1,0
29.1,67,0.05,0
29.9,69.55,1.15,0
28.75,68.15,0.75,0
29.45,49.75,0.7,0
29.85,44.9,0.5,0
29.85,36.7,0.15,0
30.7,33.5,0.6,0
29.05,50.6,0.9,0
29.35,58.55,0.05,0
28.35,70.3,0.1,0
28.45,57.45,0.05,0
28.2,70.4,1.25,0
28,69.9,0.7,0
29.8,60.05,0.45,0
30.5,60.1,1.55,0
28.95,36.5,0.5,0
27.95,35.4,2.45,0
29.7,51.8,0.15,0
29.65,61.45,0.05,0
30,57.65,0.2,0
30.25,59.1,0.05,0
30.55,60.5,0.65,0
30.75,42.05,0.75,0
29.5,28.1,0.9,0
28.75,28.95,0.6,0
29.25,23,4.35,0
28.95,49.65,1.35,0
29.45,47.7,1.55,0
28.3,57.65,3.25,0
30.75,56,0.2,0
30.05,60.5,3.8,0
30.25,49.65,0.8,0
30.8,54.75,0.8,0
31.75,54.6,0.8,0
31.7,47.2,2.3,0
31.75,41.05,0.45,0
31.2,40.5,0.15,0
32.5,38.3,0.25,0
32.75,31.5,0.65,0
31.7,42.4,0.35,0
32.05,31.95,1.15,0
33.55,27.5,2.25,0
32.15,30.2,0.5,0
33.25,47.3,0.75,0
32.25,49.15,1.55,0
32.5,44.1,0.65,0
31.6,30.6,1.7,1
32.2,56.4,0.25,1
32.5,39.35,1.65,0
32.3,53.35,1,0
31.7,51.6,1.7,0
32.15,57.8,0.15,0
33.2,42.15,0.15,0
32.65,40.5,2.55,0
32.6,39.2,0.1,0
33,31.15,1.05,0
32.8,28.95,0.5,0
32.1,26.2,0.2,0
32.5,45.4,3,0
30.75,58.2,0.45,0
30.85,66.25,1.55,0
30.8,62.75,2.8,0
32.65,53.15,0.6,0
31,57.1,1.3,1
31.7,41.15,0.1,0
32.7,37.4,0.45,0
34.4,33.2,0.2,0
34.8,30.85,0.35,0
34.75,35,0.65,0
34.6,42.25,0.15,0
35,33.85,0.05,0
34.45,42.6,2.7,0
34.55,37.2,0.85,0
33.35,19.5,0.15,0
33.7,25.2,1.8,0
33,17.6,3,0
34.6,19.6,4,0
34.95,19.2,0.1,0
35.7,17.15,0.15,0
35.5,23.3,5.25,0
35.55,19.85,0.5,0
36.4,32.3,4.65,0
33.55,31.4,6.85,1
34.95,36.7,5.75,0
35.5,33.4,6.2,1
34.95,36.45,5.15,0
33.85,33.7,9.9,0
34.8,32.8,5.4,0
35.25,34.3,8.15,0
36.35,28.8,5.05,0
35.8,32.5,4.65,0
35.95,34.75,6.3,0
35.85,33.45,8.05,1
35.4,35.35,5.85,0
34.55,36.9,5.8,0
35.15,35.05,6.5,0
36.55,32.8,6.2,0
36.4,32.65,8.1,0
36.55,34.65,7.75,0
36.7,33.2,6.5,0
34.6,26.55,7.05,0
35.25,37.95,5.8,0
35.8,37.35,6.05,0
33.05,45.75,5.15,0
35.15,43,8.45,0
32.9,56.15,8.5,1
31.95,53.25,13.55,0
35.8,42.55,4.2,0
33.95,48.55,3.5,1
31.9,61.3,5.95,1
29.75,55.35,5.6,0
33.5,49.85,2.7,0
33.85,47.25,8.9,0
33.75,43.75,7.8,0
32.3,53.95,5.15,0
31.25,55.6,4,0
31.85,51.75,9.05,0
33.1,45.2,8.2,0
33,44.55,10.2,0
32.35,44.75,9.15,0
32.85,44.15,28.5,0
32.8,48.9,8.5,0
31.5,61.5,8.2,1
30.75,64.7,8.3,1
28.75,64.75,10.35,0
29.9,68.05,5.4,1
30,67,5.95,1
30.4,60.6,6.1,1
30.55,56.75,7,0
31.15,54.15,8.1,0
28.8,58.85,9.4,0
27.7,70.1,8.2,1
26.15,71.95,9.85,1
26.4,76.4,11.25,1
26.65,73.65,6.3,1
28.7,64.3,10,0
29.05,70.95,9.7,1
27.1,73.75,8.1,1
28.3,64.8,8.8,0
29.1,65.7,10.5,0
29.5,65.1,8.7,1
28.5,63.45,8.15,0
29.75,62.3,10.15,1
29.05,62.8,9.7,1
28.75,68.35,6.6,1
30.6,59.05,7.95,0
30.4,61.05,7.05,1
30.25,60.6,8.1,1
29.4,62.75,6.8,1
30.55,58.65,7.95,0
30.5,63.1,7.65,1
29.35,70.5,4.1,1
28.55,73.15,6,0
29.2,70.2,4,0
30.05,64.6,1.8,0
28.95,67.75,4,0
29.15,66.25,7.95,0
29.05,68.95,8.25,1
26.25,77.65,7.35,1
26.45,75,8.1,0
25.05,85.35,5.1,1
24.3,86.9,3.85,1
25.15,81.3,4.25,1
27.4,77,8.75,1
26,82.25,8.5,1
23.15,93.35,3.85,1
24.2,88.9,5,1
25.95,83.5,9.05,1
26.5,80.75,8.8,1
26.05,80.8,9.9,1
25.75,83.3,8.5,1
26.8,79.65,8.3,1
27.75,73.3,8.35,0
27.75,70.7,8.6,0
28.15,69.8,7.75,0
28.45,71.95,7.05,1
27.45,76.4,7.3,1
27.8,73.15,7.45,0
28.65,70.7,7.45,0
28.75,66.15,7.5,1
29.2,68.75,7.25,1
27.2,73.45,6.15,1
29.4,68.35,7.4,0
28.55,71.05,6.3,0
27.7,71.45,7.95,0
27.4,73.35,7.9,1
26.6,73.8,7.2,0
27.6,71.4,7.9,1
27.45,65.8,8.8,0
27.2,64.55,5.7,0
28,61.8,7.1,0
28.85,63.8,6.4,0
28.65,72.05,5.8,1
27.2,79.5,8.2,1
25.8,80.9,5.9,1
25.1,83.9,6.75,1
25.85,81.5,2.6,1
25.4,80.2,7.8,1
25.75,82.1,8.5,1
26.8,74.8,7.35,0
26.35,76.5,8.15,1
26.05,76.75,9.35,0
26.75,74.85,7.5,1
27.06,72.9,32.45,0
26.57,75.48,12.6,1
25.72,76.81,22.1,1
26.81,72.26,23.95,0
27.96,70.55,31.95,1
27.34,74.83,31.05,1
27.79,74,10.35,0
27.2,77.05,5.4,1
27,79.85,9.55,1
26.9,81.25,3.4,1
26.7,79.9,4.3,1
28.15,71.5,4,0
28.1,73.65,4.4,1
27.85,77.25,5.45,1
26.23,81.3,2.4,1
26.8,79.68,5.05,1
25.9,78.94,5.3,1
26.52,78.09,3.8,0
28.06,74.95,4.85,0
27.19,75.05,3.9,1
27.39,75.91,6.45,0
27.95,71.1,5.4,0
28.15,71.65,5.8,0
28.3,68.1,5.7,0
28.05,70,2.9,1
27,75.4,5.3,1
26.5,77.4,3.55,1
27.95,71.85,3.85,0
26.9,76.3,4.95,1
27.35,73.4,5.85,0
27.1,73.85,4.75,0
27.25,73.7,2.85,1
27.25,73.55,3.85,1
28.2,73.35,3.85,1
27.7,72.5,6.05,0
26.55,75.65,4.55,1
23.95,86.45,2.1,1
26.3,79.05,5.4,1
26,78.35,4.8,1
26.15,78.9,5.4,1
25.2,84.5,3.8,1
25.45,80.65,4.2,0
25.65,81.55,2.35,1
26.6,76.4,3.9,1
26.1,76.95,6.45,1
26.8,72.4,2.5,0
26.75,73.55,5.15,0
27.85,72.5,5.45,0
27.3,74,5.35,1
26.3,77.85,4.6,1
25.6,79.05,4.75,0
25.85,78.8,7.65,0
26.6,76.7,3.75,0
26.8,71.35,5.6,0
27.8,71.05,3.8,0
27.85,63,5.25,0
27.65,61.9,5.35,0
26.95,67.7,3.35,0
27.65,62.3,3.75,0
26.95,67.8,3.7,0
26.9,62.85,3.65,0
26.9,60.55,3.9,0
26.55,64.6,6.25,0
25.45,60.85,5,0
25,67.45,4.4,0
25.4,67.85,5.25,0
25.3,69.45,4.05,0
26.3,62.7,3.65,0
26.55,57.5,4.1,0
26.65,61.25,3.95,0
26.55,67.15,3.75,0
25.2,70.45,4.85,0
24.6,69.8,5.55,0
24.6,65.35,4.45,0
24.35,64.95,5.5,0
24.2,66.35,4.65,0
24.3,67.5,6.4,0
23.55,68.15,5.1,0
24.3,66.5,4.65,0
24.95,72,3.85,0
25.4,70.65,3.65,0
25.65,69.1,3.9,0
24.8,69.4,4.75,0
23.1,80,4.9,1
23.72,78.6,3.1,0
23.73,73.66,5.4,0
22.98,69.19,5.45,0
22.26,70.74,5.35,0
23.42,67.64,3,0
23.76,72.68,6.05,0
23.8,71.62,4.65,0
23.81,65.91,3.85,0
23.38,64.48,4.35,0
23.43,66.18,4.65,0
24.91,65.18,2.75,0
24.21,70.58,4.3,0
23.78,69.19,4.8,0
23.82,68,4.55,0
23.54,66.28,5.4,0
23.41,68.75,4.45,0
23.44,65.43,4.85,0
23.66,63.61,3.5,0
23.5,66.02,3,0
22.98,67.52,3.75,0
22.79,69.32,3.35,0
23.57,70.39,4.9,0
24.3,66.83,6.05,0
24.64,68.87,3.35,0
23.82,66.64,5.4,0
21.56,62.68,5.35,0
22.44,66.86,3.65,0
23.55,69.74,3.8,0
20.95,46.95,1.4,0
22.1,46.4,1.7,0
23.45,43,2.5,0
24.55,49.1,1.4,0
24,54.1,2.3,0
24.45,56.7,2.95,0
24.25,59.4,3.25,0
24.5,52.55,2.8,0
22.95,47.75,2.85,0
24.2,37,1.4,0
24.5,54.5,2.2,0
24.6,60,2.65,0
24.6,63.4,3.8,0
24.55,59.85,2.65,0
24.75,54.2,2.35,0
24.6,57.4,3.25,0
24.55,55.2,3.2,0
25.05,55.9,1.55,0
25.65,51.85,2.95,0
23.95,51.95,2.65,0
24.8,52.6,4.1,0
24.95,47.9,3.8,0
25.6,54.05,3.3,0
25.4,63.15,2.2,0
25.2,65.55,3.9,0
27.15,60.8,4.15,0
23,78.05,2.45,1
20.35,87,2,1
19.65,80.65,2.3,0
21.35,50.8,1.9,0
23.4,48.9,2,0
24.25,63.25,2.45,0
25.2,57.45,2.65,0
25.05,60.55,2.65,0
25.4,64.45,4.45,0
25.8,55.5,3.1,0
26.25,52.8,2.45,0
27.5,50.9,2.8,0
28.15,56.05,3.85,0
26.3,52.75,1.2,0
24.5,31.15,2.9,0
26.25,53.45,2.8,0
27.8,67.35,3.7,0
26.65,64.2,3.05,0
27.9,58.7,3.05,0
28.3,50.35,3.1,0
28.95,56,3.05,1
29.1,56.5,3.6,0
30,51.3,2.1,0
29.45,56.2,2.25,0
29.75,60.75,4.85,0
29.3,52.1,4.3,0
30.15,41.25,4.1,0
30.75,39.55,3.6,0
30.3,34.6,2.05,0
31.15,31.65,3.8,0
29.9,42.15,2.1,0
29.3,52.25,3.25,0
28.35,62.3,3.65,0
28.6,53.45,2.45,0
28.5,62.3,4.65,0
27.8,62.3,6.2,0
30.05,54.3,2.15,0
30.85,53.1,2.85,0
29.4,34.95,3.85,0
28.75,31.95,2.45,0
29.75,46.1,3.85,0
30.15,55.95,3.55,0
30.05,52.9,4.2,0
30.2,55.15,3.1,0
30.95,50.3,3.7,0
31.1,39.3,3.9,0
30.65,27.85,4.2,0
30.45,28.2,3.35,0
30.45,21.1,4.35,0
29.75,42.75,5.35,0
29.95,39.1,3.35,0
28.45,47.35,4.15,0
30.8,53.15,3.4,0
30.1,58.4,5.65,0
30.45,49.2,4.3,0
31.55,48.1,2.8,0
32.2,46.7,3.95,0
31.8,45.45,2.3,0
32.05,40.55,3.7,0
32.2,39.25,3.8,0
32.9,37.6,4.2,0
33.25,31.3,2.7,0
32.45,40.65,3.65,0
33.5,30.75,3.25,0
33.85,29.1,2.6,1
32.95,30.2,2.65,0
33.45,46.1,4.3,0
31.9,49,3.5,0
32.4,43.55,5.6,0
32.5,32.5,2.1,1
32.2,52,3.1,1
33,38.5,5.7,0
32.2,48.35,2.95,0
31.95,47.6,1.7,0
32.65,52.1,2.85,0
33.75,40.15,2.95,0
33.85,37,5.45,1
34.3,40.55,2.1,0
34.75,32.55,1.05,0
33.85,29.2,0.75,0
33.7,26.75,3.25,0
32.85,43.35,3.55,0
30.6,64.2,4.25,1
31.3,58,5.4,1
31.15,58.55,4.4,1
33.25,47.85,2.95,0
31.6,55.75,3.8,1
32.25,37.6,3.9,0
34.05,39.7,0.75,0
35.35,36.5,2.9,0
36.05,33.1,3.55,0
35.75,42.95,2.45,0
34.95,45.1,1,0
35.8,38.05,2.6,0
35,46.3,1.95,0
35,43,2.4,1
33.55,23.35,2.05,0
34.3,32.8,3.45,0
33.05,25.55,3,0
35.25,24.1,4,0
35.9,27.6,3.55,0
36.95,22.3,2.95,0
36.7,30.75,4.2,0
35.95,21.85,3.2,0
36.1,31.55,3.2,0
33.75,46.9,4.2,1
34.35,40.05,0.2,0
35.15,32.35,6.3,0
34.95,44.6,0.85,0
34.1,42.9,7.7,0
35.3,38.4,1.75,0
35.35,34.4,6.2,0
36.35,26.55,3.8,0
36.2,35.6,3.65,0
36.3,36.15,3.15,0
35.85,33.5,5.45,1
35.95,40.95,1.95,0
34.85,40.8,4.35,0
35.35,35.65,2.75,0
36.65,31.85,1.4,0
36.75,36.8,2.75,0
36.85,38.15,2.85,0
37,40.45,3.85,0
34.75,48.8,3.45,0
35.4,43,3.15,0
35.95,37.15,3.8,0
33.45,45.65,2.15,0
35.4,44.3,3.9,0
33.2,56.45,3.55,1
32.55,56.25,1.2,0
36.3,43.25,2.9,0
34.45,46.6,5.9,1
32.4,60.15,2.55,1
30.3,62.3,1.2,0
33.8,48.65,2.15,0
34.35,46.8,2.65,0
34.2,43.85,4.4,0
32.65,52.85,3,0
31.4,54.85,3.35,0
32.5,51.1,3.4,0
33.65,46.4,3,0
33.7,45.4,3.3,0
33.3,45.75,2.65,0
33.3,44.85,1.8,0
33.4,50.75,3.05,0
31.7,61.45,2.1,1
31.25,65,4.3,1
29.3,68.8,2.15,0
30.2,67.05,1.9,0
30.1,69.75,2.7,1
31.15,65.5,2,0
31.25,60.15,3.2,0
31.35,58,3,0
29.45,64.45,3.55,0
28.35,71.1,2.85,1
27,71.3,2.75,0
26.7,76.55,2.85,1
27.25,73.2,2.75,1
29.45,63.65,2.7,0
29.65,68.85,2.8,1
27.95,72.95,2.55,1
28.75,67.45,2.5,0
29.6,65.3,3.05,0
30,66.45,2.5,1
28.85,67.3,2.6,1
30.25,62.15,4.25,0
29.55,64.7,3.3,1
29.6,65.65,2.1,1
31.1,59.6,2.55,0
31.35,59.8,2.25,1
30.6,60.8,2.15,1
29.9,65.3,3.55,1
30.95,61.1,3.05,0
31.2,63.5,4.1,1
